maker,genmodel,genmodel_ID,import_year,import_month,import_region,color,model_year,body_type,runned_miles,engine_size,gearbox_type,fuel_type,listed_price,seat_num,door_num,reg_city,title,sale_year,sale_month,sale_status,import_to_sale_months,electric_type,country_of_origin,date_of_import,date_of_sale
Kia,Sportage,43_13,2018,4,USA,Silver,2016,SUV,18501,2.0,Automatic,Diesel,17800,5,5,Sana'a,body_damage,2019.0,11.0,sold,19.0,not_fully_electric,Korean,"April, 2018","November, 2019"
Kia,Sportage,43_13,2018,5,USA,Grey,2018,SUV,3315,1.6,Manual,Petrol,18700,5,5,Sana'a,clean,2019.0,8.0,sold,15.0,not_fully_electric,Korean,"May, 2018","August, 2019"
Mercedes-Benz,C Class,59_12,2018,3,USA,Grey,2014,Saloon,59440,2.1,Automatic,Diesel,15900,5,4,Hadhramout,body_damage,,,unsold,,not_fully_electric,European,"March, 2018",
Toyota,RAV4,92_34,2018,4,USA,Silver,2015,SUV,33019,2.2,Automatic,Diesel,16800,5,5,Sana'a,body_damage,2019.0,9.0,sold,17.0,not_fully_electric,Japanese,"April, 2018","September, 2019"
Toyota,Hilux,92_19,2018,2,GCC,Blue,2014,Pickup,54815,3.0,Automatic,Diesel,15900,5,4,Sana'a,clean,2019.0,3.0,sold,13.0,not_fully_electric,Japanese,"February, 2018","March, 2019"
Toyota,Yaris,92_44,2018,5,USA,White,2018,Hatchback,4001,1.5,Automatic,Hybrid  Petrol/Electric,18700,5,5,Hadhramout,clean,2019.0,4.0,sold,11.0,not_fully_electric,Japanese,"May, 2018","April, 2019"
Honda,HR-V,34_8,2018,1,USA,Black,2017,SUV,8000,1.5,Manual,Petrol,17300,5,5,Sana'a,frame_damage,,,unsold,,not_fully_electric,Japanese,"January, 2018",
Honda,HR-V,34_8,2018,6,USA,White,2016,SUV,27359,1.5,Manual,Petrol,17900,5,5,Hudaydah,body_damage,2019.0,10.0,sold,16.0,not_fully_electric,Japanese,"June, 2018","October, 2019"
Honda,CR-V,34_3,2018,7,USA,White,2017,SUV,10849,1.6,Manual,Diesel,17900,5,5,Sana'a,body_damage,2019.0,9.0,sold,14.0,not_fully_electric,Japanese,"July, 2018","September, 2019"
Honda,HR-V,34_8,2018,5,USA,Black,2016,SUV,9855,1.5,Manual,Petrol,18800,5,5,Hudaydah,clean,2019.0,4.0,sold,11.0,not_fully_electric,Japanese,"May, 2018","April, 2019"
Honda,CR-V,34_3,2018,7,USA,Silver,2014,SUV,15069,2.0,Manual,Petrol,17900,5,5,Sana'a,clean,2019.0,7.0,sold,12.0,not_fully_electric,Japanese,"July, 2018","July, 2019"
Hyundai,Tucson,36_24,2018,5,USA,Blue,2015,SUV,30756,2.0,Manual,Diesel,16900,5,5,Aden,body_damage,2019.0,7.0,sold,14.0,not_fully_electric,Korean,"May, 2018","July, 2019"
Jeep,Grand Cherokee,40_4,2018,5,USA,Red,2014,SUV,59000,3.0,Automatic,Diesel,14700,5,5,Hudaydah,frame_damage,,,unsold,,not_fully_electric,American,"May, 2018",
Kia,Sportage,43_13,2021,5,USA,Grey,2019,SUV,18825,1.6,Manual,Diesel,16500,5,5,Aden,frame_damage,,,unsold,,not_fully_electric,Korean,"May, 2021",
Kia,Sportage,43_13,2018,5,USA,Red,2016,SUV,29370,2.0,Manual,Diesel,17900,5,5,Aden,clean,2019.0,5.0,sold,12.0,not_fully_electric,Korean,"May, 2018","May, 2019"
Kia,Sportage,43_13,2021,4,USA,Brown,2019,SUV,42129,1.6,Automatic,Diesel,16900,5,5,Sana'a,body_damage,2022.0,7.0,sold,15.0,not_fully_electric,Korean,"April, 2021","July, 2022"
Mercedes-Benz,C Class,59_12,2018,4,USA,Grey,2016,Saloon,25783,2.1,Automatic,Diesel,17900,5,4,Hadhramout,clean,,,unsold,,not_fully_electric,European,"April, 2018",
Suzuki,Vitara,87_13,2018,7,USA,Grey,2016,SUV,14968,1.4,Manual,Petrol,17900,5,5,Hudaydah,clean,2019.0,7.0,sold,12.0,not_fully_electric,Japanese,"July, 2018","July, 2019"
Toyota,Prius+,92_31,2018,3,USA,Red,2013,MPV,40639,1.8,Automatic,Hybrid  Petrol/Electric,16900,7,5,Aden,body_damage,2019.0,4.0,sold,13.0,not_fully_electric,Japanese,"March, 2018","April, 2019"
Toyota,Hilux,92_19,2018,8,GCC,Black,2016,Pickup,89000,3.0,Automatic,Diesel,15000,5,5,Aden,body_damage,2019.0,11.0,sold,15.0,not_fully_electric,Japanese,"August, 2018","November, 2019"
Toyota,RAV4,92_34,2018,5,USA,Beige,2014,SUV,26284,2.0,Automatic,Petrol,17900,5,5,Hadhramout,body_damage,2019.0,12.0,sold,19.0,not_fully_electric,Japanese,"May, 2018","December, 2019"
Toyota,Hilux,92_19,2018,6,GCC,Black,2016,Pickup,82000,3.0,Automatic,Diesel,15000,5,5,Hudaydah,body_damage,2019.0,10.0,sold,16.0,not_fully_electric,Japanese,"June, 2018","October, 2019"
Toyota,Hilux,92_19,2018,6,GCC,White,2015,Pickup,47558,2.5,Manual,Diesel,16900,5,4,Hadhramout,body_damage,2019.0,11.0,sold,17.0,not_fully_electric,Japanese,"June, 2018","November, 2019"
Toyota,Prius+,92_31,2018,8,USA,Grey,2013,MPV,59612,1.8,Automatic,Hybrid  Petrol/Electric,16000,7,5,Sana'a,body_damage,2019.0,12.0,sold,16.0,not_fully_electric,Japanese,"August, 2018","December, 2019"
Toyota,Hilux,92_19,2018,5,GCC,Black,2015,Pickup,63090,2.5,Manual,Diesel,16000,5,4,Hadhramout,clean,2019.0,2.0,sold,9.0,not_fully_electric,Japanese,"May, 2018","February, 2019"
Toyota,Hilux,92_19,2018,5,GCC,Grey,2014,Pickup,57000,3.0,Manual,Diesel,16000,5,4,Aden,body_damage,2019.0,2.0,sold,9.0,not_fully_electric,Japanese,"May, 2018","February, 2019"
Honda,HR-V,34_8,2018,8,USA,White,2017,SUV,21205,1.6,Manual,Diesel,15500,5,5,Aden,flood-damaged ,,,unsold,,not_fully_electric,Japanese,"August, 2018",
Honda,CR-V,34_3,2018,6,USA,Grey,2017,SUV,8303,2.0,Manual,Petrol,18900,5,5,Hadhramout,body_damage,2019.0,1.0,sold,7.0,not_fully_electric,Japanese,"June, 2018","January, 2019"
Honda,CR-V,34_3,2018,3,USA,Grey,2014,SUV,17856,2.2,Automatic,Diesel,18000,5,5,Hudaydah,clean,2019.0,2.0,sold,11.0,not_fully_electric,Japanese,"March, 2018","February, 2019"
Honda,HR-V,34_8,2018,8,USA,Blue,2017,SUV,5147,1.5,Manual,Petrol,18900,5,5,Hudaydah,body_damage,2019.0,6.0,sold,10.0,not_fully_electric,Japanese,"August, 2018","June, 2019"
Honda,HR-V,34_8,2018,3,USA,Red,2017,SUV,19478,1.5,Automatic,Petrol,18000,5,5,Hadhramout,clean,2019.0,5.0,sold,14.0,not_fully_electric,Japanese,"March, 2018","May, 2019"
Honda,HR-V,34_8,2018,8,USA,Red,2017,SUV,8543,1.5,Manual,Petrol,18900,5,5,Hudaydah,body_damage,2019.0,8.0,sold,12.0,not_fully_electric,Japanese,"August, 2018","August, 2019"
Honda,Civic,34_2,2021,6,USA,White,2019,Hatchback,17000,1.6,Automatic,Diesel,18000,5,5,Aden,clean,2022.0,1.0,sold,7.0,not_fully_electric,Japanese,"June, 2021","January, 2022"
Hyundai,Tucson,36_24,2018,4,USA,Black,2015,SUV,32614,2.0,Manual,Diesel,17000,5,5,Hudaydah,body_damage,2019.0,2.0,sold,10.0,not_fully_electric,Korean,"April, 2018","February, 2019"
Hyundai,Santa Fe,36_20,2018,3,USA,Silver,2015,SUV,50261,2.4,Automatic,Petrol,16100,7,5,Hudaydah,clean,2019.0,10.0,sold,19.0,not_fully_electric,Korean,"March, 2018","October, 2019"
Infiniti,QX70,37_11,2018,4,USA,White,2014,SUV,39338,3.0,Automatic,Diesel,17000,5,5,Aden,body_damage,2019.0,3.0,sold,11.0,not_fully_electric,Japanese,"April, 2018","March, 2019"
Kia,Sportage,43_13,2021,3,USA,Grey,2019,SUV,8986,1.6,Manual,Petrol,18900,5,5,Sana'a,clean,2022.0,3.0,sold,12.0,not_fully_electric,Korean,"March, 2021","March, 2022"
Nissan,Leaf,64_16,2018,5,USA,Silver,2017,Hatchback,5329,0.0,Automatic,Electric,18900,5,5,Hadhramout,clean,2019.0,1.0,sold,8.0,fully_electric,Japanese,"May, 2018","January, 2019"
Toyota,RAV4,92_34,2018,3,USA,Grey,2015,SUV,33566,2.2,Automatic,Diesel,15600,5,5,Aden,frame_damage,,,unsold,,not_fully_electric,Japanese,"March, 2018",
Toyota,Hilux,92_19,2018,8,GCC,White,2016,Pickup,48000,2.5,Manual,Diesel,17000,5,4,Hadhramout,clean,2019.0,1.0,sold,5.0,not_fully_electric,Japanese,"August, 2018","January, 2019"
Toyota,Prius+,92_31,2018,7,USA,Black,2014,MPV,48650,1.8,Automatic,Hybrid  Petrol/Electric,17000,7,5,Sana'a,clean,2019.0,1.0,sold,6.0,not_fully_electric,Japanese,"July, 2018","January, 2019"
Toyota,Hilux,92_19,2018,4,GCC,White,2016,Pickup,55980,2.5,Manual,Diesel,16100,5,4,Hudaydah,clean,2019.0,6.0,sold,14.0,not_fully_electric,Japanese,"April, 2018","June, 2019"
Honda,HR-V,34_8,2018,5,USA,Silver,2017,SUV,12997,1.6,Manual,Diesel,15600,5,5,Aden,flood-damaged ,,,unsold,,not_fully_electric,Japanese,"May, 2018",
Honda,HR-V,34_8,2021,5,USA,Blue,2019,SUV,10706,1.5,Manual,Petrol,18100,5,5,Aden,body_damage,2022.0,6.0,sold,13.0,not_fully_electric,Japanese,"May, 2021","June, 2022"
Honda,CR-V,34_3,2018,5,USA,Blue,2016,SUV,14210,2.0,Manual,Petrol,18100,5,5,Hudaydah,body_damage,2019.0,6.0,sold,13.0,not_fully_electric,Japanese,"May, 2018","June, 2019"
Honda,CR-V,34_3,2018,7,USA,Blue,2016,SUV,21605,2.0,Automatic,Petrol,18100,5,5,Hadhramout,body_damage,2019.0,5.0,sold,10.0,not_fully_electric,Japanese,"July, 2018","May, 2019"
Honda,CR-V,34_3,2018,7,USA,Gold,2014,SUV,12130,2.0,Manual,Petrol,18100,5,5,Aden,body_damage,2019.0,5.0,sold,10.0,not_fully_electric,Japanese,"July, 2018","May, 2019"
Honda,HR-V,34_8,2021,4,USA,Grey,2019,SUV,12700,1.5,Manual,Petrol,18100,5,5,Hadhramout,clean,2022.0,9.0,sold,17.0,not_fully_electric,Japanese,"April, 2021","September, 2022"
Honda,CR-V,34_3,2018,5,USA,Red,2015,SUV,16500,2.0,Manual,Petrol,18100,5,5,Aden,body_damage,2019.0,9.0,sold,16.0,not_fully_electric,Japanese,"May, 2018","September, 2019"
Honda,CR-V,34_3,2018,8,USA,Blue,2016,SUV,10891,2.0,Automatic,Petrol,18100,5,5,Hudaydah,body_damage,2019.0,9.0,sold,13.0,not_fully_electric,Japanese,"August, 2018","September, 2019"
Honda,HR-V,34_8,2018,4,USA,Blue,2015,SUV,18389,1.5,Automatic,Petrol,18100,5,5,Aden,body_damage,2019.0,7.0,sold,15.0,not_fully_electric,Japanese,"April, 2018","July, 2019"
Honda,HR-V,34_8,2018,5,USA,Black,2016,SUV,16000,1.5,Automatic,Petrol,18100,5,5,Aden,body_damage,2019.0,5.0,sold,12.0,not_fully_electric,Japanese,"May, 2018","May, 2019"
Honda,HR-V,34_8,2018,4,USA,Black,2016,SUV,12000,1.5,Automatic,Petrol,18100,5,5,Aden,body_damage,2019.0,2.0,sold,10.0,not_fully_electric,Japanese,"April, 2018","February, 2019"
Honda,CR-V,34_3,2018,4,USA,Blue,2016,SUV,11965,1.6,Manual,Diesel,18100,5,5,Sana'a,clean,2019.0,4.0,sold,12.0,not_fully_electric,Japanese,"April, 2018","April, 2019"
Honda,HR-V,34_8,2020,8,USA,Black,2019,SUV,10489,1.5,Automatic,Petrol,18100,5,5,Aden,body_damage,2021.0,7.0,sold,11.0,not_fully_electric,Japanese,"August, 2020","July, 2021"
Honda,HR-V,34_8,2018,3,USA,Black,2016,SUV,11300,1.5,Automatic,Petrol,18100,5,5,Sana'a,clean,2019.0,7.0,sold,16.0,not_fully_electric,Japanese,"March, 2018","July, 2019"
Honda,CR-V,34_3,2018,2,USA,Red,2017,SUV,12277,1.6,Manual,Diesel,18100,5,5,Sana'a,body_damage,2019.0,4.0,sold,14.0,not_fully_electric,Japanese,"February, 2018","April, 2019"
Honda,CR-V,34_3,2018,2,USA,White,2015,SUV,17555,2.2,Manual,Diesel,18100,5,5,Hadhramout,body_damage,2019.0,6.0,sold,16.0,not_fully_electric,Japanese,"February, 2018","June, 2019"
Honda,HR-V,34_8,2018,2,USA,Black,2017,SUV,12715,1.6,Manual,Diesel,18100,5,5,Hudaydah,body_damage,2019.0,2.0,sold,12.0,not_fully_electric,Japanese,"February, 2018","February, 2019"
Honda,CR-V,34_3,2018,7,USA,Blue,2016,SUV,21164,1.6,Manual,Diesel,18100,5,5,Sana'a,body_damage,2019.0,1.0,sold,6.0,not_fully_electric,Japanese,"July, 2018","January, 2019"
Hyundai,Santa Fe,36_20,2018,8,USA,Black,2015,SUV,25585,2.4,Manual,Petrol,18100,5,5,Sana'a,clean,2019.0,12.0,sold,16.0,not_fully_electric,Korean,"August, 2018","December, 2019"
Kia,Sportage,43_13,2017,12,USA,White,2017,SUV,10066,2.0,Manual,Diesel,16700,5,5,Sana'a,frame_damage,2018.0,8.0,sold,8.0,not_fully_electric,Korean,"December, 2017","August, 2018"
Kia,Sportage,43_13,2021,5,USA,Red,2019,SUV,10350,1.6,Manual,Diesel,18100,5,5,Hadhramout,clean,2022.0,12.0,sold,19.0,not_fully_electric,Korean,"May, 2021","December, 2022"
Kia,Sportage,43_13,2018,5,USA,Silver,2016,SUV,12290,1.7,Manual,Diesel,18100,5,5,Hadhramout,clean,2019.0,2.0,sold,9.0,not_fully_electric,Korean,"May, 2018","February, 2019"
Suzuki,Vitara,87_13,2018,8,USA,Orange,2016,SUV,12918,1.6,Automatic,Petrol,18100,5,5,Aden,body_damage,2019.0,5.0,sold,9.0,not_fully_electric,Japanese,"August, 2018","May, 2019"
Toyota,Hilux,92_19,2018,7,GCC,Black,2015,Pickup,41941,3.0,Automatic,Diesel,17100,5,4,Sana'a,clean,2019.0,2.0,sold,7.0,not_fully_electric,Japanese,"July, 2018","February, 2019"
Toyota,Hilux,92_19,2018,8,GCC,Grey,2015,Pickup,66000,3.0,Automatic,Diesel,16200,5,4,Hadhramout,body_damage,2019.0,3.0,sold,7.0,not_fully_electric,Japanese,"August, 2018","March, 2019"
Toyota,Hilux,92_19,2018,8,GCC,Grey,2015,Pickup,49284,3.0,Manual,Diesel,17100,5,4,Hudaydah,body_damage,2019.0,2.0,sold,6.0,not_fully_electric,Japanese,"August, 2018","February, 2019"
Toyota,RAV4,92_34,2018,5,USA,Black,2016,SUV,15266,2.0,Manual,Diesel,18100,5,5,Hudaydah,clean,2019.0,2.0,sold,9.0,not_fully_electric,Japanese,"May, 2018","February, 2019"
Toyota,Hilux,92_19,2018,7,GCC,Silver,2015,Pickup,50090,3.0,Manual,Diesel,16200,5,4,Hudaydah,body_damage,2019.0,11.0,sold,16.0,not_fully_electric,Japanese,"July, 2018","November, 2019"
Toyota,Hilux,92_19,2018,8,GCC,White,2015,Pickup,44000,3.0,Manual,Diesel,17100,5,4,Hudaydah,clean,2019.0,12.0,sold,16.0,not_fully_electric,Japanese,"August, 2018","December, 2019"
Toyota,RAV4,92_34,2018,5,USA,White,2016,SUV,12733,2.0,Manual,Diesel,18100,5,5,Aden,clean,2019.0,2.0,sold,9.0,not_fully_electric,Japanese,"May, 2018","February, 2019"
Honda,HR-V,34_8,2018,8,USA,Blue,2017,SUV,13191,1.6,Manual,Diesel,18100,5,5,Aden,clean,2019.0,11.0,sold,15.0,not_fully_electric,Japanese,"August, 2018","November, 2019"
Honda,HR-V,34_8,2018,8,USA,Red,2016,SUV,14638,1.6,Manual,Diesel,18100,5,5,Aden,body_damage,2019.0,3.0,sold,7.0,not_fully_electric,Japanese,"August, 2018","March, 2019"
Honda,Civic,34_2,2021,5,USA,Grey,2019,Hatchback,9430,1.5,Manual,Petrol,19100,5,5,Hadhramout,clean,2022.0,5.0,sold,12.0,not_fully_electric,Japanese,"May, 2021","May, 2022"
Honda,CR-V,34_3,2017,12,USA,Blue,2016,SUV,12125,2.0,Automatic,Petrol,18100,5,5,Aden,clean,2018.0,12.0,sold,12.0,not_fully_electric,Japanese,"December, 2017","December, 2018"
Honda,HR-V,34_8,2017,8,USA,Silver,2017,SUV,4000,1.6,Manual,Diesel,19100,5,5,Sana'a,body_damage,2018.0,1.0,sold,5.0,not_fully_electric,Japanese,"August, 2017","January, 2018"
Honda,CR-V,34_3,2018,5,USA,Blue,2016,SUV,13400,2.0,Manual,Petrol,18100,5,5,Hudaydah,body_damage,2019.0,1.0,sold,8.0,not_fully_electric,Japanese,"May, 2018","January, 2019"
Honda,HR-V,34_8,2018,1,USA,White,2017,SUV,4000,1.6,Manual,Diesel,19100,5,5,Hudaydah,body_damage,2019.0,7.0,sold,18.0,not_fully_electric,Japanese,"January, 2018","July, 2019"
Honda,HR-V,34_8,2017,9,USA,White,2017,SUV,4150,1.6,Manual,Diesel,19100,5,5,Hudaydah,body_damage,2018.0,8.0,sold,11.0,not_fully_electric,Japanese,"September, 2017","August, 2018"
Honda,HR-V,34_8,2018,7,USA,White,2015,SUV,14600,1.5,Manual,Petrol,18100,5,5,Hadhramout,clean,2019.0,7.0,sold,12.0,not_fully_electric,Japanese,"July, 2018","July, 2019"
Honda,HR-V,34_8,2018,8,USA,Blue,2017,SUV,11500,1.6,Manual,Diesel,18100,5,5,Hudaydah,body_damage,2019.0,3.0,sold,7.0,not_fully_electric,Japanese,"August, 2018","March, 2019"
Hyundai,Santa Fe,36_20,2018,4,USA,Blue,2015,SUV,32873,2.4,Automatic,Petrol,17200,7,5,Hadhramout,body_damage,2019.0,6.0,sold,14.0,not_fully_electric,Korean,"April, 2018","June, 2019"
Hyundai,Santa Fe,36_20,2018,5,USA,Silver,2015,SUV,41514,2.4,Automatic,Petrol,17200,5,5,Sana'a,body_damage,2019.0,12.0,sold,19.0,not_fully_electric,Korean,"May, 2018","December, 2019"
Kia,Sportage,43_13,2018,5,USA,Red,2016,SUV,32295,1.6,Manual,Petrol,17200,5,5,Sana'a,body_damage,2019.0,4.0,sold,11.0,not_fully_electric,Korean,"May, 2018","April, 2019"
Toyota,RAV4,92_34,2018,6,USA,Black,2017,SUV,13000,2.0,Manual,Diesel,18100,5,5,Sana'a,body_damage,2019.0,6.0,sold,12.0,not_fully_electric,Japanese,"June, 2018","June, 2019"
Toyota,Hilux,92_19,2018,5,GCC,Grey,2013,Pickup,48000,3.0,Automatic,Diesel,17200,5,4,Sana'a,body_damage,2019.0,4.0,sold,11.0,not_fully_electric,Japanese,"May, 2018","April, 2019"
Toyota,Hilux,92_19,2018,4,GCC,Black,2014,Pickup,43000,3.0,Manual,Diesel,17200,5,5,Hadhramout,clean,2019.0,4.0,sold,12.0,not_fully_electric,Japanese,"April, 2018","April, 2019"
Toyota,RAV4,92_34,2018,5,USA,Blue,2017,SUV,14000,2.0,Manual,Diesel,18100,5,5,Hudaydah,body_damage,2019.0,12.0,sold,19.0,not_fully_electric,Japanese,"May, 2018","December, 2019"
Toyota,Hilux,92_19,2018,3,GCC,White,2014,Pickup,26000,2.5,Manual,Diesel,18100,5,4,Aden,clean,2019.0,12.0,sold,21.0,not_fully_electric,Japanese,"March, 2018","December, 2019"
Toyota,Hilux,92_19,2018,5,GCC,Blue,2014,Pickup,40500,3.0,Automatic,Diesel,17200,5,4,Hadhramout,clean,2019.0,4.0,sold,11.0,not_fully_electric,Japanese,"May, 2018","April, 2019"
Toyota,Prius+,92_31,2018,6,USA,Blue,2013,Hatchback,41470,1.8,Automatic,Hybrid  Petrol/Electric,17200,7,5,Sana'a,clean,2019.0,6.0,sold,12.0,not_fully_electric,Japanese,"June, 2018","June, 2019"
Toyota,Hilux,92_19,2018,7,GCC,Silver,2015,Pickup,38691,2.5,Manual,Diesel,17200,5,4,Hudaydah,clean,2019.0,7.0,sold,12.0,not_fully_electric,Japanese,"July, 2018","July, 2019"
Toyota,Hilux,92_19,2018,2,GCC,Silver,2015,Pickup,60000,3.0,Automatic,Diesel,16200,5,4,Hadhramout,body_damage,2019.0,8.0,sold,18.0,not_fully_electric,Japanese,"February, 2018","August, 2019"
Honda,CR-V,34_3,2017,12,USA,Red,2016,SUV,18934,1.6,Manual,Diesel,18200,5,5,Aden,body_damage,2018.0,6.0,sold,6.0,not_fully_electric,Japanese,"December, 2017","June, 2018"
Honda,CR-V,34_3,2018,8,USA,Gold,2017,SUV,9408,1.6,Manual,Diesel,19200,5,5,Hudaydah,body_damage,2019.0,12.0,sold,16.0,not_fully_electric,Japanese,"August, 2018","December, 2019"
Honda,CR-V,34_3,2018,3,USA,Blue,2016,SUV,10959,1.6,Manual,Diesel,18200,5,5,Hadhramout,clean,2019.0,10.0,sold,19.0,not_fully_electric,Japanese,"March, 2018","October, 2019"
Honda,CR-V,34_3,2018,4,USA,White,2016,SUV,7767,2.0,Automatic,Petrol,19200,5,5,Aden,body_damage,2019.0,12.0,sold,20.0,not_fully_electric,Japanese,"April, 2018","December, 2019"
Hyundai,Tucson,36_24,2021,5,USA,Black,2019,SUV,15120,1.6,Manual,Petrol,18200,5,5,Sana'a,clean,2022.0,1.0,sold,8.0,not_fully_electric,Korean,"May, 2021","January, 2022"
Hyundai,Santa Fe,36_20,2018,5,USA,Black,2015,SUV,30000,2.4,Manual,Petrol,18200,7,5,Hadhramout,body_damage,2019.0,1.0,sold,8.0,not_fully_electric,Korean,"May, 2018","January, 2019"
Hyundai,Santa Fe,36_20,2018,4,USA,Grey,2015,Estate,41962,2.4,Automatic,Petrol,17300,7,5,Aden,clean,2019.0,12.0,sold,20.0,not_fully_electric,Korean,"April, 2018","December, 2019"
Hyundai,Santa Fe,36_20,2018,6,USA,Black,2014,SUV,24274,2.4,Automatic,Petrol,18200,7,5,Sana'a,clean,2019.0,7.0,sold,13.0,not_fully_electric,Korean,"June, 2018","July, 2019"
Hyundai,Santa Fe,36_20,2018,8,USA,Black,2015,SUV,47812,2.4,Manual,Petrol,17300,7,5,Hadhramout,body_damage,2019.0,7.0,sold,11.0,not_fully_electric,Korean,"August, 2018","July, 2019"
Hyundai,Tucson,36_24,2021,4,USA,Black,2019,SUV,5718,1.6,Manual,Petrol,19200,5,5,Sana'a,clean,2022.0,3.0,sold,11.0,not_fully_electric,Korean,"April, 2021","March, 2022"
Kia,Sportage,43_13,2021,5,USA,Red,2019,SUV,34250,1.6,Manual,Diesel,17300,5,5,Aden,clean,2022.0,6.0,sold,13.0,not_fully_electric,Korean,"May, 2021","June, 2022"
Kia,Sportage,43_13,2018,4,USA,Red,2016,SUV,23950,1.7,Manual,Diesel,18200,5,5,Hudaydah,body_damage,2019.0,7.0,sold,15.0,not_fully_electric,Korean,"April, 2018","July, 2019"
Kia,Sportage,43_13,2021,5,USA,Grey,2019,SUV,35322,1.6,Automatic,Diesel,17300,5,5,Sana'a,body_damage,2022.0,9.0,sold,16.0,not_fully_electric,Korean,"May, 2021","September, 2022"
Mercedes-Benz,C Class,59_12,2018,3,USA,White,2014,Saloon,32010,3.0,Automatic,Diesel,15900,5,4,Hadhramout,frame_damage,,,unsold,,not_fully_electric,European,"March, 2018",
Suzuki,Vitara,87_13,2018,5,USA,Grey,2017,SUV,14400,1.4,Manual,Petrol,18200,5,5,Aden,clean,2019.0,4.0,sold,11.0,not_fully_electric,Japanese,"May, 2018","April, 2019"
Toyota,Hilux,92_19,2018,7,GCC,Silver,2015,Pickup,33431,3.0,Automatic,Diesel,17300,5,4,Sana'a,clean,2019.0,4.0,sold,9.0,not_fully_electric,Japanese,"July, 2018","April, 2019"
Toyota,Hilux,92_19,2018,8,GCC,Black,2015,Pickup,71000,3.0,Automatic,Diesel,15400,5,4,Aden,clean,2019.0,7.0,sold,11.0,not_fully_electric,Japanese,"August, 2018","July, 2019"
Toyota,Hilux,92_19,2017,8,GCC,Grey,2014,Pickup,53250,3.0,Manual,Diesel,16300,5,4,Aden,body_damage,2018.0,2.0,sold,6.0,not_fully_electric,Japanese,"August, 2017","February, 2018"
Toyota,RAV4,92_34,2018,3,USA,Blue,2016,SUV,22642,2.0,Manual,Diesel,18200,5,5,Sana'a,body_damage,2019.0,3.0,sold,12.0,not_fully_electric,Japanese,"March, 2018","March, 2019"
Toyota,Hilux,92_19,2018,8,GCC,Black,2014,Pickup,24000,3.0,Manual,Diesel,18200,5,4,Hadhramout,body_damage,2019.0,9.0,sold,13.0,not_fully_electric,Japanese,"August, 2018","September, 2019"
Toyota,Hilux,92_19,2018,6,GCC,Black,2014,Pickup,48000,3.0,Manual,Diesel,17300,5,4,Hudaydah,clean,2019.0,6.0,sold,12.0,not_fully_electric,Japanese,"June, 2018","June, 2019"
Toyota,RAV4,92_34,2018,5,USA,Black,2014,SUV,3446,2.2,Automatic,Diesel,19200,5,5,Hadhramout,body_damage,2019.0,6.0,sold,13.0,not_fully_electric,Japanese,"May, 2018","June, 2019"
Toyota,Hilux,92_19,2018,7,GCC,Black,2014,Pickup,35355,3.0,Manual,Diesel,17300,5,4,Aden,body_damage,2019.0,5.0,sold,10.0,not_fully_electric,Japanese,"July, 2018","May, 2019"
Toyota,Hilux,92_19,2018,5,GCC,Black,2014,Pickup,48512,3.0,Automatic,Diesel,17300,5,4,Hadhramout,clean,2019.0,9.0,sold,16.0,not_fully_electric,Japanese,"May, 2018","September, 2019"
Toyota,Yaris,92_44,2018,2,USA,Yellow,2017,Hatchback,3500,1.5,Automatic,Hybrid  Petrol/Electric,19200,5,5,Aden,clean,2019.0,1.0,sold,11.0,not_fully_electric,Japanese,"February, 2018","January, 2019"
Honda,Civic,34_2,2021,5,USA,Black,2019,Hatchback,24327,1.5,Manual,Petrol,16800,5,5,Hadhramout,frame_damage,,,unsold,,not_fully_electric,Japanese,"May, 2021",
Honda,Civic,34_2,2021,5,USA,Red,2019,Hatchback,14273,1.5,Manual,Petrol,18300,5,5,Aden,clean,2022.0,3.0,sold,10.0,not_fully_electric,Japanese,"May, 2021","March, 2022"
Honda,CR-V,34_3,2018,7,USA,Silver,2016,SUV,23000,1.6,Manual,Diesel,18300,5,5,Hudaydah,body_damage,2019.0,2.0,sold,7.0,not_fully_electric,Japanese,"July, 2018","February, 2019"
Honda,HR-V,34_8,2018,7,USA,White,2017,SUV,11680,1.6,Manual,Diesel,18300,5,5,Aden,body_damage,2019.0,2.0,sold,7.0,not_fully_electric,Japanese,"July, 2018","February, 2019"
Honda,HR-V,34_8,2018,8,USA,Silver,2017,SUV,10943,1.6,Manual,Diesel,18300,5,5,Hadhramout,body_damage,2019.0,11.0,sold,15.0,not_fully_electric,Japanese,"August, 2018","November, 2019"
Honda,HR-V,34_8,2018,6,USA,Black,2016,SUV,23820,1.5,Manual,Petrol,18300,5,5,Aden,clean,2019.0,5.0,sold,11.0,not_fully_electric,Japanese,"June, 2018","May, 2019"
Honda,HR-V,34_8,2018,4,USA,Black,2017,SUV,7000,1.5,Manual,Petrol,19300,5,5,Sana'a,clean,2019.0,2.0,sold,10.0,not_fully_electric,Japanese,"April, 2018","February, 2019"
Honda,HR-V,34_8,2018,8,USA,Grey,2017,SUV,6041,1.5,Manual,Petrol,19300,5,5,Aden,clean,2019.0,3.0,sold,7.0,not_fully_electric,Japanese,"August, 2018","March, 2019"
Honda,HR-V,34_8,2017,12,USA,Black,2017,SUV,5996,1.6,Manual,Diesel,19300,5,5,Hudaydah,body_damage,2018.0,5.0,sold,5.0,not_fully_electric,Japanese,"December, 2017","May, 2018"
